ACCOUNT,RN,COMPANY,SITE,COUNTY,REGION,SIC,SIC DESCRIPTION,REPORTING YEAR,CO TPY,NOX TPY,Pb TPY,PM10 TPY,PM2.5 TPY,SO2 TPY,VOC TPY
LA0065W,RN100220987,NATURAL GAS PIPELINE CO OF AMERICA LLC,COMPRESSOR STATION 802,LAMAR,5,4922,NATURAL GAS TRANSMISSION,2020,164.1266,104.0273,0,13.415,13.415,0.1648,27.7838
LA0182R,RN100218882,LUMINANT GENERATION COMPANY LLC,LAMAR POWER PLANT,LAMAR,5,4911,ELECTRIC SERVICES,2020,571.6118,795.8842,0,95.8242,95.824,14.9514,11.9787
LA0183P,RN100225374,SILGAN CAN COMPANY,PARIS PLANT,LAMAR,5,3411,METAL CANS,2020,9.43,11.24,0,0.852,0.852,0.0602,20.031
LAA001A,RN100217157,WASTE MANAGEMENT OF TEXAS  INC,B & B LANDFILL,LAMAR,5,4953,REFUSE SYSTEMS,2020,5.25,0.85,0,0.24,0.24,1.85,2.15
LAA002B,RN105366199,MIDCONTINENT EXPRESS PIPELINE LLC,LAMAR COMPRESSOR STATION,LAMAR,5,4922,NATURAL GAS TRANSMISSION,2020,31.6502,114.6804,0,7.7142,7.7142,0.4549,30.0795
LAA003C,RN105240782,GULF SOUTH PIPELINE COMPANY LLC,PARIS COMPRESSOR STATION,LAMAR,5,4922,NATURAL GAS TRANSMISSION,2020,2.2094,14.0033,0,4.2029,3.7829,1.9145,20.7358
LB0016B,RN101980217,TEXAS PRODUCERS COOPERATIVE SUDAN PLANT,TEXAS PRODUCERS COOPERATIVE,LAMB,2,724,COTTON GINNING,2020,0.89,1.06,0,17.76,1.28,0.01,0.06
LB0046P,RN100224419,SOUTHWESTERN PUBLIC SERVICE COMPANY,PLANT X POWER PLANT,LAMB,2,4911,ELECTRIC SERVICES,2020,147.6522,866.4066,0.0026,40.3739,40.3739,3.1455,28.3257
LB0047N,RN100224534,SOUTHWESTERN PUBLIC SERVICE COMPANY,TOLK STATION,LAMB,2,4911,ELECTRIC SERVICES,2020,2300.1821,1816.4598,0.0153,111.9203,27.5564,4660.1849,35.0546
LB0048L,RN102176112,SPADE COOPERATIVE INC,SPADE COOP GIN,LAMB,2,724,COTTON GINNING,2020,0.75,0.89,0,7.93,0.6,0.01,0.05
LB0072O,RN100212307,EL PASO NATURAL GAS COMPANY LLC,DIMMITT COMPRESSOR,LAMB,2,4922,NATURAL GAS TRANSMISSION,2020,34.666,270.891,0,4.8926,4.8926,0.06,12.623
LBA001A,RN101845485,AG PRODUCERS CO-OP,OLTON COOP GIN,LAMB,2,724,COTTON GINNING,2020,1.77,2.1,0,24.29,1.8,0.01,0.12
LDA005E,RN106225303,PLAINS PIPELINE LP,GARDENDALE SOUTH PGS GARDENDALE TERMINAL,LA SALLE,16,4612,CRUDE PETROLEUM PIPE LINES,2020,5.7922,5.7988,0,1.0151,1.0151,0.0431,72.6865
LDA006F,RN106274574,PLAINS PIPELINE LP,GARDENDALE JV/NORTH TERMINAL,LA SALLE,16,4612,CRUDE PETROLEUM PIPE LINES,2020,0.0241,0.1379,0,0.0601,0.0601,0.0298,57.2917
LDA008H,RN107143901,FRIO LASALLE PIPELINE LP,VALLEY WELLS TREATER,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,8.7896,39.1911,0,6.3937,6.3937,0.4763,33.6486
LDA014N,RN108229006,CHEYENNE PETROLEUM COMPANY,ALINE WILLIAMS CDP,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.231,0.206,0,0.013,0.009,3.0966,3.097
LDA015O,RN108238197,CHEYENNE PETROLEUM COMPANY,CROMWELL HP CDP 1 LEASE,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.567,0.549,0,0.038,0.029,22.9895,3.364
LDA016P,RN108233982,CHEYENNE PETROLEUM COMPANY,IRVIN FAMILY CDP 1 SOUTH LEG LEASE,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.985,0.98,0,0.069,0.053,8.468,3.6546
LDA017Q,RN108228784,CHEYENNE PETROLEUM COMPANY,IRVIN FAMILY UNIT 2 CDP 1 LEASE,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.224,0.211,0,0.014,0.01,6.3839,2.2437
LDA019S,RN108225392,CHEYENNE PETROLEUM COMPANY,PT UNIT CDP,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.397,0.292,0,0.016,0.012,8.5156,3.3272
LDA020T,RN108226580,CHEYENNE PETROLEUM COMPANY,SJ WILLIAMS CDP 1 LEASE,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.2,0.974,0,0.058,0.046,15.1228,3.8824
LDA021U,RN108026360,CHEYENNE PETROLEUM COMPANY,WN CDP,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.298,0.3,0,0.021,0.015,11.4726,3.426
LDA022V,RN108228982,CHEYENNE PETROLEUM COMPANY,Z C WILLIAMS CDP 1 LEASE,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.21,0.208,0,0.014,0.01,7.5954,1.748
LDA023W,RN108035528,CHEYENNE PETROLEUM COMPANY,ZIZINIA CDP 2,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.682,0.578,0,0.035,0.027,11.7641,3.5486
LDA024X,RN109235861,CHEYENNE PETROLEUM COMPANY,PW CDP,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,7.94,4.954,0,0.198,0.148,15.9417,4.0236
LDA026Z,RN109684027,CHEYENNE PETROLEUM COMPANY,BB CDP,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.1,0.1,0,0.003,0.002,4.4,2.04
LDA027A,RN110082864,CHEYENNE PETROLEUM COMPANY,ZIZINIA CDP 3,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.4694,0.1416,0,0.0096,0.0072,2.7782,4.6079
LDA028B,RN110083623,CHEYENNE PETROLEUM COMPANY,ZIZINIA CDP 1,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.6254,1.1765,0,0.0628,0.059,21.7576,5.2175
LDA029C,RN110083870,CHEYENNE PETROLEUM COMPANY,IRVIN FAMILY UNIT A,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.6166,0.6437,0,0.0459,0.0344,26.6191,6.4137
LDA030D,RN110084035,CHEYENNE PETROLEUM COMPANY,CN CDP,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.3655,0.8724,0,0.0391,0.0295,21.0408,6.3297
LDA031E,RN109426643,LONESTAR OPERATING LLC,HORNED FROG A & B PRODUCTION FACILITY,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,8.1618,4.6059,0,0,0,105.9571,31.1347
LDA033G,RN106400203,CHEYENNE PETROLEUM COMPANY,AULD SHIPMAN COMPRESSOR STATION,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,27.786,7.261,0,0.0898,0.0805,18.9478,21.4823
LDA034H,RN110070810,CHEYENNE PETROLEUM COMPANY,ZCW B CDP,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.3502,0.3639,0,0.0351,0.0264,3.6621,4.9848
LDA035I,RN110070885,CHEYENNE PETROLEUM COMPANY,ZCW C CDP,LA SALLE,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.3692,0.7998,0,0.0437,0.0213,7.6965,4.7628
LE0012W,RN100213487,DCP OPERATING COMPANY LP,WILCOX GAS PLANT,LAVACA,14,1321,NATURAL GAS LIQUIDS,2020,327.194,177.0408,0,11.6223,11.6223,0.7265,134.5354
LE0018K,RN100218833,CAPITAL STAR OIL AND GAS INC,NORTH WORD GAS PLANT,LAVACA,14,1311,CRUDE PETROLEUM & NATURAL GAS,2020,33.83,18.805,0,1.051,1.051,106.221,16.785
LE0067U,RN100228014,ETC TEXAS PIPELINE LTD,NORTH WORD GAS PLANT,LAVACA,14,1311,CRUDE PETROLEUM & NATURAL GAS,2020,13.9849,8.6162,0,0.2109,0.2109,0.0166,1.7374
LEA005E,RN106059777,ENTERPRISE HYDROCARBONS LP,YOAKUM CRYOGENIC PLANT,LAVACA,14,1321,NATURAL GAS LIQUIDS,2020,84.4199,108.5833,0,26.3632,26.3632,10.6973,32.621
LEA006F,RN110934684,PERMIAN HIGHWAY PIPELINE LLC,PRAHA COMPRESSOR STATION,LAVACA,14,4922,NATURAL GAS TRANSMISSION,2020,7.0251,6.8899,0,0.7564,0.7564,0.3892,0.5887
LF0053U,RN100214642,LF MANUFACTURING INC,MAIN PLANT,LEE,11,3089,"PLASTICS PRODUCTS, NEC",2020,0,0,0,2.776,2.776,0,24.9977
LF0056O,RN102606449,LF MANUFACTURING INC,QFRP PLANT,LEE,11,3089,"PLASTICS PRODUCTS, NEC",2020,0,0,0,6.7964,6.7964,0,46.8518
LG0006S,RN100211093,NUCOR CORPORATION,NUCOR STEEL,LEON,9,3312,BLAST FURNACES AND STEEL MILLS,2020,665.1216,195.7173,0.1023,229.0889,159.5022,300.5384,58.1873
LH0027W,RN100224575,UNION TANK CAR COMPANY,CLEVELAND PLANT,LIBERTY,12,4741,RENTAL OF RAILROAD CARS,2020,0.92,1.244,0,0.43,0.35,0.0301,9.6763
LH0060B,RN100215649,SUNOCO PIPELINE LP,LIBERTY STATION,LIBERTY,12,4612,CRUDE PETROLEUM PIPE LINES,2020,0,0,0,0,0,0,3.7727
LH0061W,RN102962958,SUNOCO PIPELINE LP,HULL STATION,LIBERTY,12,4612,CRUDE PETROLEUM PIPE LINES,2020,0,0,0,0,0,0,2.3626
LH0082O,RN102208527,EXXONMOBIL OIL CORPORATION,DAISETTA UNDERGROUND STORAGE,LIBERTY,12,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,0.5403,0.3866,0,0.0576,0.0576,0.0091,7.6394
LH0112H,RN100217256,MOSS BLUFF HUB LLC,MOSS BLUFF STORAGE FACILITY,LIBERTY,12,4922,NATURAL GAS TRANSMISSION,2020,14.296,17.4858,0,1.6357,1.6357,0.1234,21.1492
LH0194C,RN100910140,ONEOK NGL PIPELINE LLC,CLEVELAND BOOSTER STATION,LIBERTY,12,4619,"PIPELINES, NEC",2020,0.1686,0.0845,0,0,0,0,4.6349
LHA001A,RN103214474,SUNOCO PARTNERS MARKETING & TERMINALS LP,LIBERTY TRUCK STATION,LIBERTY,12,4213,"TRUCKING, EXCEPT LOCAL",2020,0,0,0,0,0,0,1.4936
LHA009I,RN105196000,QUAIL CREEK OIL CORP,DOLBEAR & H & TC COMMINGLED,LIBERTY,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,10.8647,5.6939,0,0.033,0.033,10.938,21.479
LHA026Z,RN105937809,SOUTH TEXAS OPERATING COMPANY,VACATION PRODUCTION FACILITY,LIBERTY,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,6.18,0.96,0,0.27,0.27,0.01,3.872
LHA032F,RN105790422,COSTA ENERGY LLC,HENDERSON FARMS CENTRAL FACILITY,LIBERTY,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.6393,0.7611,0,0.0579,0.0579,0.0046,12.6531
LHA039M,RN106522345,BALLARD EXPLORATION COMPANY INC,KERR MCGEE 2 PRODUCTION FACILITY BUYE FIELD,LIBERTY,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.4078,1.1932,0,0.06,0.06,0.0198,11.8871
LHA043Q,RN105750566,WAGNER OIL COMPANY,DUNAGAN FACILITY,LIBERTY,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,2.003,0.74,0,0.119,0.119,0.005,4.9897
LHA070R,RN109229864,PETRODOME OPERATING LLC,SOUTH CLEVELAND FIELD,LIBERTY,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,9.4951,7.1254,0,0.2469,0.2469,0.0146,21.3588
LI0027L,RN100542927,NRG TEXAS POWER LLC,LIMESTONE ELECTRIC GENERATION STATION,LIMESTONE,9,4911,ELECTRIC SERVICES,2020,1182.8831,5028.3824,0.0615,474.5285,362.8956,4920.9798,28.9697
LI0066B,RN101700060,CRESCENT PASS ENERGY LLC,ROTHERMEL COMPRESSOR,LIMESTONE,9,4922,NATURAL GAS TRANSMISSION,2020,110.4582,102.8265,0,1.4599,1.4599,0.1068,37.265
LI0090E,RN102062692,MEXIA LANDFILL TX LP,MEXIA LANDFILL,LIMESTONE,9,4953,REFUSE SYSTEMS,2020,22.29,5.27,0,3.46,2.49,2.03,1.806
LIA001A,RN104137146,TREND GATHERING & TREATING LLC,FARRAR TREATING PLANT,LIMESTONE,9,1311,CRUDE PETROLEUM & NATURAL GAS,2020,28.3293,26.5246,0,2.4197,2.4197,97.4261,19.0529
LIA006F,RN102979473,TREND GATHERING & TREATING LLC,BLALOCK COMPRESSOR STATION,LIMESTONE,9,1311,CRUDE PETROLEUM & NATURAL GAS,2020,9.306,16.569,0,1.068,1.068,0.0483,23.2551
LK0009T,RN100542802,DIAMOND SHAMROCK REFINING COMPANY LP,THREE RIVERS REFINERY,LIVE OAK,14,2911,PETROLEUM REFINING,2020,265.6254,268.7163,0.0079,47.3438,41.9357,44.1746,399.8811
LKA008H,RN106067952,ENTERPRISE PRODUCTS OPERATING LLC,AREA 41 CGP FACILITY,LIVE OAK,14,1311,CRUDE PETROLEUM & NATURAL GAS,2020,20.7854,18.817,0,1.6185,1.6185,4.1033,21.1
LKA009I,RN106082886,ENTERPRISE PRODUCTS OPERATING LLC,AREA 31 CGP FACILITY,LIVE OAK,14,1311,CRUDE PETROLEUM & NATURAL GAS,2020,59.5599,25.3516,0,2.0231,2.0231,15.2864,3.5823
LKA012L,RN106066046,ENTERPRISE PRODUCTS OPERATING LLC,AREA 51 CGP FACILITY,LIVE OAK,14,1311,CRUDE PETROLEUM & NATURAL GAS,2020,39.8774,14.2055,0,3.1086,3.1086,45.4061,42.891
LKA013M,RN106434517,TEAL OPERATING LLC,JULIE BECK CENTRAL GATHERING FACILITY,LIVE OAK,14,1311,CRUDE PETROLEUM & NATURAL GAS,2020,5.0805,8.9098,0,0.7131,0.7131,151.1594,32.6233
LKA018R,RN109511428,VALERO ENERGY PARTNERS LP,VALERO PARTNERS THREE RIVERS,LIVE OAK,14,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,0.1866,0.0928,0,0,0,0,157.3089
LL0006O,RN100219468,LOWER COLORADO RIVER AUTHORITY,TC FERGUSON POWER PLANT,LLANO,11,4911,ELECTRIC SERVICES,2020,17.4045,72.5922,0,48.7977,48.7598,7.1754,7.6969
LM0015O,RN102467701,LUBBOCK COTTON GROWERS,LUBBOCK COTTON GROWERS,LUBBOCK,2,724,COTTON GINNING,2020,2.23,2.65,0,25.12,1.77,0.02,0.15
LMA001A,RN107914277,DELAWARE G&P LLC,LOBO PROCESSING PLANT,LOVING,7,1321,NATURAL GAS LIQUIDS,2020,118.7991,128.1487,0,6.2956,6.2956,1.7541,52.4429
LMA002B,RN109837914,TARGA DELAWARE LLC,DK BOYD COMPRESSOR STATION,LOVING,7,4922,NATURAL GAS TRANSMISSION,2020,17.9515,37.5529,0,2.3742,2.3742,45.3986,75.0633
LMA008H,RN109847806,DELAWARE BASIN MIDSTREAM LLC,MENTONE GAS PLANT,LOVING,7,1311,CRUDE PETROLEUM & NATURAL GAS,2020,36.5636,32.9852,0,2.0044,2.0044,30.034,57.3792
LMA011K,RN109965780,WPX ENERGY PERMIAN LLC,BOYD 21 PRODUCTION PAD,LOVING,7,1311,CRUDE PETROLEUM & NATURAL GAS,2020,17.9984,8.523,0,0.7484,0.7484,0,14.9917
LMA012L,RN107375529,ANADARKO GATHERING COMPANY LLC,BIGFOOT CGF,LOVING,7,1311,CRUDE PETROLEUM & NATURAL GAS,2020,28.3239,37.4857,0,1.2365,1.2085,1.902,68.7461
LMA043Q,RN110267572,DELAWARE BASIN JV GATHERING LLC,LASER CTF,LOVING,7,1311,CRUDE PETROLEUM & NATURAL GAS,2020,13.0867,28.2869,0,2.7975,2.7515,0.1807,70.6615
LMA044R,RN110261369,DELAWARE BASIN JV GATHERING LLC,BRONCO CTF,LOVING,7,1311,CRUDE PETROLEUM & NATURAL GAS,2020,23.0853,40.1981,0,3.1657,2.9905,0.1898,44.486
LMA045S,RN110267341,DELAWARE BASIN JV GATHERING LLC,HAWK CTF,LOVING,7,1311,CRUDE PETROLEUM & NATURAL GAS,2020,13.3598,29.8593,0,2.5,2.3437,0.2436,55.6299
LMA046T,RN110392602,XTO ENERGY INC,ST JOHNS TANK BATTERY,LOVING,7,1311,CRUDE PETROLEUM & NATURAL GAS,2020,47.26,42.6,0,3.38,3.38,0.47,102.05
LMA047U,RN110481942,MARKWEST TORNADO GP LLC,TORNADO GAS PLANT,LOVING,7,1311,CRUDE PETROLEUM & NATURAL GAS,2020,44.6189,61.203,0,13.3299,13.3299,0.4181,41.8584
LN0002A,RN100221159,ARCHER DANIELS MIDLAND COMPANY,LUBBOCK FACILITY,LUBBOCK,2,2074,COTTONSEED OIL MILLS,2020,4.97,5.91,0,98.422,19.968,0.04,70.61
LN0044H,RN102583143,IDALOU COOPERATIVE GIN COMPANY,IDALOU COOPERATIVE GIN,LUBBOCK,2,724,COTTON GINNING,2020,1.01,1.2,0,15.73,1.13,0.01,0.07
LN0056A,RN100217678,LUBBOCK POWER & LIGHT,MASSENGALE STATION,LUBBOCK,2,4911,ELECTRIC SERVICES,2020,26.9153,9,0,1.7816,1.7816,0.1366,0.5162
LN0057V,RN102545142,LUBBOCK POWER & LIGHT,COOKE STATION 2,LUBBOCK,2,4911,ELECTRIC SERVICES,2020,0.3945,1.5397,0,0.0318,0.0318,0.0029,0.0101
LN0066U,RN100223130,PYCO INDUSTRIES INC,PYCO IND AVENUE A FACILITY,LUBBOCK,2,2074,COTTONSEED OIL MILLS,2020,23.82,18.12,0,555.4416,8.3896,0.2,106.64
LN0079L,RN101924470,SLATON COOPERATIVE GIN COMPANY,SLATON COOPERATIVE GIN,LUBBOCK,2,724,COTTON GINNING,2020,1.06,1.27,0,18.91,1.27,0.01,0.07
LN0081B,RN100224765,SOUTHWESTERN PUBLIC SERVICE COMPANY,JONES STATION POWER PLANT,LUBBOCK,2,4911,ELECTRIC SERVICES,2020,295.8834,1441.9189,0.0054,97.491,93.0449,8.633,61.3494
LN0103Q,RN100213404,TEXAS TECH UNIVERSITY,CENTRAL PLANT 1,LUBBOCK,2,4961,STEAM AND AIR CONDITIONING SUPPLY,2020,34.1366,73.73,0,4.8396,4.1083,0.3244,2.9778
LN0206F,RN100223692,LUBBOCK POWER & LIGHT,BRANDON STATION,LUBBOCK,2,4911,ELECTRIC SERVICES,2020,33.6314,7.392,0,0.5372,0.5372,0.0488,0.1709
LN0411C,RN100213693,PYCO INDUSTRIES INC,COTTONSEED OIL MILL,LUBBOCK,2,2074,COTTONSEED OIL MILLS,2020,0,0,0,4.531,1.9795,0,0
LO0004I,RN102502861,FARMERS COOPERATIVE ASSOCIATION OF ODONNELL TEXAS,FARMERS COOPERATIVE ASSOCIATION OF ODONNELL,LYNN,2,724,COTTON GINNING,2020,0.38,0.46,0,5.69,0.4,0,0.03
LO0016B,RN102594694,NEW HOME COOPERATIVE GIN,NEW HOME COOPERATIVE GIN,LYNN,2,724,COTTON GINNING,2020,1.1,1.3,0,19.42,1.43,0.01,0.07
LO0033B,RN101948941,TEXAS STAR COOPERATIVE GIN,WILSON COOPERATIVE GIN,LYNN,2,724,COTTON GINNING,2020,1.76,2.1,0,17.9,1.42,0.01,0.12
MB0049P,RN101615292,FIKES WHOLESALE INC,WACO TERMINAL,MCLENNAN,9,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,1.8955,0.7582,0,0,0,0.0111,17.2474
MB0095I,RN100216969,OWENS-BROCKWAY GLASS CONTAINER INC,GLASS CENTER,MCLENNAN,9,3221,GLASS CONTAINERS,2020,35.78,125.75,0.0185,35.8846,35.8846,64.4939,7.916
MB0112K,RN100519636,MOTIVA ENTERPRISES LLC,WACO TERMINAL,MCLENNAN,9,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,6.7299,2.6919,0,0.1034,0.1034,0,17.9373
MB0123F,RN100218254,LEHIGH WHITE CEMENT COMPANY LLC,LEHIGH PORTLAND CEMENT,MCLENNAN,9,3241,"CEMENT, HYDRAULIC",2020,104.7132,361.7,0.0006,47.7317,17.4903,5.008,7.5829
MB0168G,RN100218866,PACKAGING CORPORATION OF AMERICA,PACKAGING CORP OF AMERICA,MCLENNAN,9,2653,CORRUGATED AND SOLID FIBER BOX,2020,10.0088,11.9033,0,0.9121,0.9121,0.073,48.386
MB0179B,RN100218536,WASTE MANAGEMENT OF TEXAS  INC,LACY LAKEVIEW RECYCLING AND DISPOSAL FACILITY,MCLENNAN,9,4953,REFUSE SYSTEMS,2020,12.957,2.917,0,3.665,1.315,0.705,1.6752
MB0200M,RN100215813,BAYLOR UNIVERSITY,BAYLOR ENERGY COMPLEX,MCLENNAN,9,4961,STEAM AND AIR CONDITIONING SUPPLY,2020,5.705,4.993,0,1.4264,1.4264,0.1493,0.8222
MB0245N,RN102287828,FLINT HILLS RESOURCES CORPUS CHRISTI LLC,WACO TERMINAL,MCLENNAN,9,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,0.154,0.064,0,0.3611,0.0017,0,18.9397
MB0332R,RN102804051,CITY OF WACO,CITY OF WACO LANDFILL,MCLENNAN,9,4953,REFUSE SYSTEMS,2020,13.2926,3.0182,0,13.7705,8.8805,0.6875,9.1283
MB0470E,RN100250844,SPACE EXPLORATION TECHNOLOGIES CORP,ROCKET DEVELOPMENT FACILITY,MCLENNAN,9,3761,GUIDED MISSLES & SPACE VEHICLES,2020,1405.7821,10.0552,0,6.5208,1.6128,0.6316,16.8033
MBA001A,RN104635032,CLARKE PRODUCTS INC,CLARKE PRODUCTS WACO FACILITY,MCLENNAN,9,3089,"PLASTICS PRODUCTS, NEC",2020,0.269,0.3203,0,0.8666,0.865,0.0019,25.6299
MBA007G,RN104136700,SANDY CREEK SERVICES LLC,SANDY CREEK ENERGY STATION,MCLENNAN,9,4911,ELECTRIC SERVICES,2020,460.9395,1067.708,0.012,252.582,170.7023,2324.9072,14.4439
MBA009I,RN104363924,SPECIALTY COMPOSITES GROUP LTD,WACO COMPOSITES PLANT,MCLENNAN,9,3089,"PLASTICS PRODUCTS, NEC",2020,0,0,0,0,0,0,8.0148
MC0002H,RN100216621,ETC TEXAS PIPELINE LTD,TILDEN GAS PLANT,MCMULLEN,16,1321,NATURAL GAS LIQUIDS,2020,19.5409,33.9358,0,3.6311,3.6311,0.2239,35.8958
MCA009I,RN106277924,ETC TEXAS PIPELINE LTD,TILDEN COMPRESSOR STATION,MCMULLEN,16,1321,NATURAL GAS LIQUIDS,2020,5.2244,18.4445,0,3.6312,3.6312,0.2168,7.8495
MCA013M,RN105901136,SILVERBOW RESOURCES OPERATING LLC,PCQ TANK BATTERY,MCMULLEN,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,56.331,16.8454,0,1.0194,1.0194,13.9991,42.913
MCA014N,RN107916439,SEA EAGLE FORD LLC,HOSKINS EFS 5H PRODUCTION FACILITY,MCMULLEN,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,15.72,9.85,0,0.73,0.73,35.364,10.51
MCA029C,RN108034927,CHEYENNE PETROLEUM COMPANY,DK COMPRESSOR STATION,MCMULLEN,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,6.6,9.31,0,0.76,0.75,22.5796,18.9953
MCA030D,RN108037920,CHEYENNE PETROLEUM COMPANY,DKM CDP 1,MCMULLEN,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.974,0.83,0,0.054,0.041,3.2784,3.8664
MCA031E,RN108038134,CHEYENNE PETROLEUM COMPANY,DKS CDP,MCMULLEN,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.984,0.854,0,0.058,0.036,5.1448,3.881
MCA032F,RN108023201,CHEYENNE PETROLEUM COMPANY,DK UNIT A CDP,MCMULLEN,16,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.438,1.022,0,0.053,0.038,5.906,5.751
ME0006A,RN100542596,SOUTHWESTERN ELECTRIC POWER COMPANY,WILKES POWER PLANT,MARION,5,4911,ELECTRIC SERVICES,2020,158.56,523.59,0.001,29.74,29.48,2.402,22.457
ME0007V,RN102735800,MIDCOAST G & P EAST TEXAS LP,AVINGER GAS PROCESSING PLANT,MARION,5,1321,NATURAL GAS LIQUIDS,2020,64.0304,20.1059,0,3.4021,3.122,0.5711,27.5002
ME0019O,RN102771078,NORBORD TEXAS JEFFERSON INC,NORBORD TEXAS JEFFERSON OSB,MARION,5,2493,RECONSTITUTED WOOD PRODUCTS,2020,83.0754,165.2076,0.0059,61.3292,61.3292,10.7541,57.9883
MF0117C,RN100216795,DIAMONDBACK E&P LLC,JOY SWD,MARTIN,7,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.18,0.09,0,0,0,12.45,3.79
MFA008H,RN108406729,LF MANUFACTURING INC,LFM PERMIAN BASIN,MARTIN,7,3089,"PLASTICS PRODUCTS, NEC",2020,0,0,0,0.1421,0.1421,0,23.5183
MFA009I,RN110777984,WTG NORTH PERMIAN MIDSTREAM LLC,CROW COMPRESSOR STATION,MARTIN,7,1311,CRUDE PETROLEUM & NATURAL GAS,2020,4.13,43.97,0,3.57,3.57,0.023,64.2415
MFA010J,RN108740143,TARGA PIPELINE MID-CONTINENT WESTTEX LLC,BUFFALO GAS PLANT,MARTIN,7,1321,NATURAL GAS LIQUIDS,2020,24.2626,24.6912,0,1.7323,1.714,26.6819,36.1294
MFA011K,RN110472289,TARGA PIPELINE MID-CONTINENT WESTTEX LLC,OUTBACK COMPRESSOR STATION,MARTIN,7,1311,CRUDE PETROLEUM & NATURAL GAS,2020,33.829,24.1799,0,1.634,1.634,0.0974,83.8107
MH0009H,RN100258060,CELANESE LTD,BAY CITY PLANT,MATAGORDA,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,27.5982,4.1761,0,1.3375,0.0752,0.7018,41.6939
MH0012S,RN100866672,STATEWIDE COTTON COMPANY,STATEWIDE COTTON,MATAGORDA,12,724,COTTON GINNING,2020,2.87,3.41,0,26.36,1.85,0.02,0.19
MH0033K,RN102207792,EQUISTAR CHEMICALS LP,MARKHAM SALT DOME BOOSTR,MATAGORDA,12,4619,"PIPELINES, NEC",2020,5.541,2.275,0,0.181,0.13,1.419,138.44
MH0036E,RN100228352,ENTERPRISE  PRODUCTS  OPERATING  LLC,STATION 809,MATAGORDA,12,4922,NATURAL GAS TRANSMISSION,2020,0.0703,0.0359,0,0,0,0.0003,1.4011
MH0040N,RN100216159,EQUISTAR CHEMICALS LP,MATAGORDA PLANT,MATAGORDA,12,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,2020,24.8988,27.5912,0,8.5458,4.2831,0.6456,106.6319
MH0064W,RN100228949,FLORIDA GAS TRANSMISSION CO LLC,BOLING COMPRESSOR STATION,MATAGORDA,12,4922,NATURAL GAS TRANSMISSION,2020,0.0131,0.0876,0,0.002,0.002,0,1.8174
MH0066S,RN100216738,TEXAS EASTERN TRANSMISSION LP,BLESSING COMPRESSOR STATION,MATAGORDA,12,4922,NATURAL GAS TRANSMISSION,2020,4.6179,5.9014,0,2.1643,2.1643,0.9265,10.9726
MH0109C,RN101987741,KINDER MORGAN TEXAS PIPELINE LLC,STATION 581,MATAGORDA,12,4922,NATURAL GAS TRANSMISSION,2020,21.5871,38.0079,0,1.7755,1.7755,0.1094,7.6421
